"StadiumName","game_id","Season","TimeStartGame","TimeEndGame","TZOffset","Source","DistanceToStation","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","HomeTeam","RoofType","Longitude","Latitude","StadiumAzimuthAngle","Date"
"Lincoln Financial Field",2020010501,2019,"1/5/2020 16:40","1/5/2020 19:37",-5,"Meteostat",9.975,"1/5/2020 18:00|1/5/2020 17:51|1/5/2020 19:51|1/5/2020 18:51|1/5/2020 19:00|1/5/2020 17:00|1/5/2020 15:51|1/5/2020 16:51|1/5/2020 16:00|1/5/2020 20:51|1/5/2020 20:00|1/5/2020 21:00",37.31,19.565,48.5833333333333,0,13.1791666666667,271.666666666667,30.0342,"Clear|NA","PHI","Outdoor",-75.1675,39.900833,351,"01/05/2020"
"Lincoln Financial Field",2010120200,2010,"12/2/2010 20:20","12/2/2010 23:25",-5,"Meteostat",2.61,"12/3/2010 0:00|12/2/2010 20:00|12/2/2010 23:00|12/3/2010 1:00|12/2/2010 21:00|12/2/2010 22:00",36.02,20.39,52.6666666666667,0,8.26666666666667,316.666666666667,30.1417333333333,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/02/2010"
"Lincoln Financial Field",2015122001,2015,"12/20/2015 20:30","12/20/2015 23:30",-5,"Meteostat",2.61,"12/21/2015 1:00|12/21/2015 0:00|12/20/2015 20:00|12/20/2015 23:00|12/20/2015 21:00|12/20/2015 22:00",36.68,21.26,53.3333333333333,0,5.42666666666667,198,30.4803666666667,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/20/2015"
"Lincoln Financial Field",2011103011,2011,"10/30/2011 20:20","10/30/2011 23:21",-4,"Meteostat",9.32,"10/31/2011 1:00|10/31/2011 0:00|10/30/2011 22:00|10/30/2011 21:00|10/30/2011 20:00|10/30/2011 23:00",35.87,30.56,81.1666666666667,0,1.90666666666667,270,30.3583,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"10/30/2011"
"Lincoln Financial Field",2011110700,2011,"11/7/2011 20:30","11/7/2011 23:43",-5,"Meteostat",9.32,"11/7/2011 22:00|11/8/2011 1:00|11/8/2011 0:00|11/7/2011 20:00|11/7/2011 23:00|11/7/2011 21:00",48.83,41.81,76.8333333333333,0,1.12,245,30.2997333333333,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/07/2011"
"Lincoln Financial Field",2010112113,2010,"11/21/2010 20:20","11/21/2010 23:46",-5,"Meteostat",2.61,"11/22/2010 1:00|11/21/2010 23:00|11/22/2010 0:00|11/21/2010 22:00|11/21/2010 21:00|11/21/2010 20:00",45.02,36.65,72.3333333333333,0,4.37333333333333,81.6666666666667,30.4296666666667,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/21/2010"
"Lincoln Financial Field",2016092510,2016,"9/25/2016 16:25","9/25/2016 19:21",-4,"Meteostat",2.61,"9/25/2016 21:00|9/25/2016 20:00|9/25/2016 16:00|9/25/2016 17:00|9/25/2016 19:00|9/25/2016 18:00",70.67,40.1,33,0,6.77333333333333,313.333333333333,30.1427333333333,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/25/2016"
"Lincoln Financial Field",2016111305,2016,"11/13/2016 13:00","11/13/2016 16:05",-5,"Meteostat",2.61,"11/13/2016 16:00|11/13/2016 18:00|11/13/2016 17:00|11/13/2016 15:00|11/13/2016 13:00|11/13/2016 14:00|11/13/2016 12:00",56.9942857142857,25.4171428571429,29.8571428571429,0,11.3814285714286,242.857142857143,30.1277571428571,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/13/2016"
"Lincoln Financial Field",2014100507,2014,"10/5/2014 13:00","10/5/2014 16:13",-4,"Meteostat",2.61,"10/5/2014 14:00|10/5/2014 13:00|10/5/2014 15:00|10/5/2014 12:00|10/5/2014 16:00|10/5/2014 18:00|10/5/2014 17:00",59.3085714285714,34.1085714285714,38.7142857142857,0,11.0342857142857,247.142857142857,29.8893857142857,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"10/05/2014"
"Lincoln Financial Field",2014090707,2014,"9/7/2014 13:00","9/7/2014 16:23",-4,"Meteostat",2.61,"9/7/2014 18:00|9/7/2014 17:00|9/7/2014 16:00|9/7/2014 15:00|9/7/2014 14:00|9/7/2014 13:00|9/7/2014 12:00",79.16,53.6,41.5714285714286,0,5.77142857142857,154.285714285714,30.0935714285714,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/07/2014"
"Lincoln Financial Field",2014121413,2014,"12/14/2014 20:30","12/14/2014 23:34",-5,"Meteostat",2.61,"12/15/2014 1:00|12/14/2014 21:00|12/14/2014 20:00|12/15/2014 0:00|12/14/2014 23:00|12/14/2014 22:00",44.69,31.85,60.6666666666667,0,9.00833333333333,283.333333333333,30.00835,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/14/2014"
"Lincoln Financial Field",2014101212,2014,"10/12/2014 20:30","10/12/2014 23:22",-4,"Meteostat",2.61,"10/13/2014 1:00|10/12/2014 21:00|10/13/2014 0:00|10/12/2014 22:00|10/12/2014 20:00|10/12/2014 23:00",56.33,47.18,71.3333333333333,0,5.65333333333333,151.666666666667,30.3036666666667,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"10/12/2014"
"Lincoln Financial Field",2015121300,2015,"12/13/2015 13:00","12/13/2015 16:21",-5,"Meteostat",2.61,"12/13/2015 18:00|12/13/2015 17:00|12/13/2015 14:00|12/13/2015 16:00|12/13/2015 15:00|12/13/2015 13:00|12/13/2015 12:00",68.1285714285714,55.5028571428571,64.2857142857143,0,3.62285714285714,208.333333333333,30.1155,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/13/2015"
"Lincoln Financial Field",2017123108,2017,"12/31/2017 13:00","12/31/2017 15:48",-5,"Meteostat",9.30545454545454,"12/31/2017 12:00|12/31/2017 13:00|12/31/2017 16:51|12/31/2017 17:00|12/31/2017 14:51|12/31/2017 16:00|12/31/2017 15:51|12/31/2017 14:00|12/31/2017 15:00|12/31/2017 12:51|12/31/2017 13:51",15.5709090909091,-2.46181818181818,44.3636363636364,0,15.4554545454545,319.090909090909,30.3224636363636,"Clear|NA","PHI","Outdoor",-75.1675,39.900833,351,"12/31/2017"
"Lincoln Financial Field",2012102805,2012,"10/28/2012 13:00","10/28/2012 16:04",-4,"Meteostat",2.61,"10/28/2012 12:00|10/28/2012 13:00|10/28/2012 15:00|10/28/2012 17:00|10/28/2012 14:00|10/28/2012 18:00|10/28/2012 16:00",57.5342857142857,49.46,74.7142857142857,0.0174285714285714,17.32,35.7142857142857,29.7185428571429,"Clear|Light Rain","PHI","Outdoor",-75.1675,39.900833,351,"10/28/2012"
"Lincoln Financial Field",2014120712,2014,"12/7/2014 16:25","12/7/2014 19:42",-5,"Meteostat",2.61,"12/7/2014 21:00|12/7/2014 20:00|12/7/2014 18:00|12/7/2014 19:00|12/7/2014 16:00|12/7/2014 17:00",41.18,12.29,30.3333333333333,0,15.535,36.6666666666667,30.5266166666667,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/07/2014"
"Lincoln Financial Field",2016112800,2016,"11/28/2016 20:30","11/28/2016 23:28",-5,"Meteostat",2.61,"11/29/2016 1:00|11/28/2016 23:00|11/28/2016 22:00|11/29/2016 0:00|11/28/2016 21:00|11/28/2016 20:00",47.99,39.53,72.5,0,6.21333333333333,135,30.1186166666667,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/28/2016"
"Lincoln Financial Field",2014111000,2014,"11/10/2014 20:30","11/10/2014 23:40",-5,"Meteostat",2.61,"11/10/2014 23:00|11/11/2014 1:00|11/11/2014 0:00|11/10/2014 22:00|11/10/2014 21:00|11/10/2014 20:00",47.63,39.05,72.3333333333333,0,0.56,30,30.1491333333333,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/10/2014"
"Lincoln Financial Field",2015111505,2015,"11/15/2015 13:00","11/15/2015 16:12",-5,"Meteostat",2.61,"11/15/2015 15:00|11/15/2015 14:00|11/15/2015 16:00|11/15/2015 17:00|11/15/2015 13:00|11/15/2015 18:00|11/15/2015 12:00",59.4371428571429,30.4314285714286,33.2857142857143,0,12.2071428571429,227.142857142857,30.2538857142857,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/15/2015"
"Lincoln Financial Field",2019090806,2019,"9/8/2019 13:00","9/8/2019 16:13",-4,"Meteostat",9.40846153846154,"9/8/2019 17:51|9/8/2019 15:00|9/8/2019 15:51|9/8/2019 16:00|9/8/2019 18:00|9/8/2019 12:00|9/8/2019 14:51|9/8/2019 12:51|9/8/2019 17:00|9/8/2019 14:00|9/8/2019 16:51|9/8/2019 13:00|9/8/2019 13:51",80.8215384615385,50.4984615384615,35.1538461538462,0,8.42153846153846,265.454545454545,30.0493692307692,"NA|Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/08/2019"
"Lincoln Financial Field",2010122800,2010,"12/28/2010 20:00","12/28/2010 23:15",-5,"Meteostat",2.61,"12/29/2010 0:00|12/28/2010 23:00|12/28/2010 22:00|12/28/2010 21:00|12/28/2010 20:00|12/29/2010 1:00|12/28/2010 19:00",31.4342857142857,14.2057142857143,49.2857142857143,0,9.35571428571428,250,29.9750285714286,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/28/2010"
"Lincoln Financial Field",2011092505,2011,"9/25/2011 13:00","9/25/2011 15:59",-4,"Meteostat",9.32,"9/25/2011 12:00|9/25/2011 13:00|9/25/2011 15:00|9/25/2011 14:00|9/25/2011 17:00|9/25/2011 16:00",78.2,66.62,67.6666666666667,0,3.10666666666667,102.5,30.0758,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/25/2011"
"Lincoln Financial Field",2010100310,2010,"10/3/2010 16:15","10/3/2010 19:22",-4,"Meteostat",2.61,"10/3/2010 16:00|10/3/2010 17:00|10/3/2010 19:00|10/3/2010 18:00|10/3/2010 21:00|10/3/2010 20:00",61.01,44.9,55.6666666666667,0.0065,16.6933333333333,50,30.0491833333333,"Clear|Light Rain","PHI","Outdoor",-75.1675,39.900833,351,"10/03/2010"
"Lincoln Financial Field",2012091604,2012,"9/16/2012 13:00","9/16/2012 16:38",-4,"Meteostat",2.61,"9/16/2012 18:00|9/16/2012 17:00|9/16/2012 16:00|9/16/2012 15:00|9/16/2012 13:00|9/16/2012 14:00|9/16/2012 12:00",73.2714285714286,44.4457142857143,35.7142857142857,0,9.53571428571428,285.714285714286,30.0822,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/16/2012"
"Lincoln Financial Field",2017010107,2016,"1/1/2017 13:00","1/1/2017 16:03",-5,"Meteostat",2.61,"1/1/2017 16:00|1/1/2017 17:00|1/1/2017 15:00|1/1/2017 18:00|1/1/2017 14:00|1/1/2017 13:00|1/1/2017 12:00",49.28,26.1114285714286,40.2857142857143,0,7.76,308.571428571429,30.2467142857143,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"01/01/2017"
"Lincoln Financial Field",2012121300,2012,"12/13/2012 20:20","12/13/2012 23:36",-5,"Meteostat",2.61,"12/14/2012 1:00|12/14/2012 0:00|12/13/2012 23:00|12/13/2012 20:00|12/13/2012 22:00|12/13/2012 21:00",36.68,26.24,66.1666666666667,0,1.68,193.333333333333,30.36175,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/13/2012"
"Lincoln Financial Field",2011112709,2011,"11/27/2011 16:15","11/27/2011 19:28",-5,"Meteostat",9.32,"11/27/2011 16:00|11/27/2011 19:00|11/27/2011 21:00|11/27/2011 20:00|11/27/2011 17:00|11/27/2011 18:00",59,48.17,67.8333333333333,0,1.90666666666667,173.333333333333,30.1279666666667,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"11/27/2011"
"Lincoln Financial Field",2011121809,2011,"12/18/2011 16:15","12/18/2011 19:31",-5,"Meteostat",9.32,"12/18/2011 20:00|12/18/2011 18:00|12/18/2011 21:00|12/18/2011 19:00|12/18/2011 17:00|12/18/2011 16:00",30.02,14.27,52.1666666666667,0,2.27833333333333,325,30.31595,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/18/2011"
"Lincoln Financial Field",2014010401,2013,"1/4/2014 20:10","1/4/2014 23:16",-5,"Meteostat",2.61,"1/4/2014 20:00|1/5/2014 0:00|1/4/2014 23:00|1/4/2014 22:00|1/5/2014 1:00|1/4/2014 21:00",21.05,13.91,73.6666666666667,0,1.12,135,30.3332,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"01/04/2014"
"Lincoln Financial Field",2016091107,2016,"9/11/2016 13:00","9/11/2016 15:59",-4,"Meteostat",2.61,"9/11/2016 17:00|9/11/2016 13:00|9/11/2016 12:00|9/11/2016 16:00|9/11/2016 14:00|9/11/2016 15:00",82.82,53.51,36.6666666666667,0,12.6433333333333,323.333333333333,30.0250833333333,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/11/2016"
"Lincoln Financial Field",2018102108,2018,"10/21/2018 13:00","10/21/2018 15:55",-4,"Meteostat",9.975,"10/21/2018 12:51|10/21/2018 17:00|10/21/2018 17:51|10/21/2018 15:00|10/21/2018 13:00|10/21/2018 16:00|10/21/2018 16:51|10/21/2018 12:00|10/21/2018 13:51|10/21/2018 14:51|10/21/2018 15:51|10/21/2018 14:00",49.475,26.03,40.1666666666667,0,19.3058333333333,320,30.051425,"NA|Clear","PHI","Outdoor",-75.1675,39.900833,351,"10/21/2018"
"Lincoln Financial Field",2018011300,2017,"1/13/2018 16:35","1/13/2018 19:45",-5,"Meteostat",9.30545454545454,"1/13/2018 16:51|1/13/2018 17:00|1/13/2018 21:00|1/13/2018 15:51|1/13/2018 16:00|1/13/2018 20:51|1/13/2018 20:00|1/13/2018 17:51|1/13/2018 18:00|1/13/2018 18:51|1/13/2018 19:00",27.7945454545455,11.0545454545455,49,0,18.9581818181818,330,30.2373636363636,"NA|Clear","PHI","Outdoor",-75.1675,39.900833,351,"01/13/2018"
"Lincoln Financial Field",2013120106,2013,"12/1/2013 13:00","12/1/2013 16:08",-5,"Meteostat",2.61,"12/1/2013 13:00|12/1/2013 12:00|12/1/2013 15:00|12/1/2013 14:00|12/1/2013 18:00|12/1/2013 17:00|12/1/2013 16:00",46.2714285714286,27.8857142857143,48.5714285714286,0,6,240,30.1163571428571,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/01/2013"
"Lincoln Financial Field",2012010107,2011,"1/1/2012 13:00","1/1/2012 16:14",-5,"Meteostat",2.61,"1/1/2012 16:00|1/1/2012 18:00|1/1/2012 14:00|1/1/2012 17:00|1/1/2012 13:00|1/1/2012 15:00|1/1/2012 12:00",52.2114285714286,38.5571428571429,59.8571428571429,0.00171428571428571,11.7028571428571,177.142857142857,29.8877285714286,"Clear|Light Rain","PHI","Outdoor",-75.1675,39.900833,351,"01/01/2012"
"Lincoln Financial Field",2013091900,2013,"9/19/2013 20:25","9/19/2013 23:39",-4,"Meteostat",2.61,"9/20/2013 1:00|9/20/2013 0:00|9/19/2013 23:00|9/19/2013 21:00|9/19/2013 22:00|9/19/2013 20:00",64.85,53.9,68.1666666666667,0,7.105,220,30.1127333333333,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/19/2013"
"Lincoln Financial Field",2019092207,2019,"9/22/2019 13:00","9/22/2019 16:09",-4,"Meteostat",9.40846153846154,"9/22/2019 17:00|9/22/2019 16:51|9/22/2019 13:00|9/22/2019 18:00|9/22/2019 14:51|9/22/2019 17:51|9/22/2019 13:51|9/22/2019 14:00|9/22/2019 12:00|9/22/2019 15:51|9/22/2019 15:00|9/22/2019 12:51|9/22/2019 16:00",86.0138461538462,65.2030769230769,50.4615384615385,0,10.0907692307692,193.076923076923,30.0811538461538,"Clear|NA","PHI","Outdoor",-75.1675,39.900833,351,"09/22/2019"
"Lincoln Financial Field",2011010207,2010,"1/2/2011 16:15","1/2/2011 19:15",-5,"Meteostat",9.32,"1/2/2011 21:00|1/2/2011 19:00|1/2/2011 17:00|1/2/2011 16:00|1/2/2011 18:00|1/2/2011 20:00",43.34,25.76,50.6666666666667,0.0165,10.7466666666667,300,29.9596333333333,"Clear|Light Rain","PHI","Outdoor",-75.1675,39.900833,351,"01/02/2011"
"Lincoln Financial Field",2015092012,2015,"9/20/2015 16:25","9/20/2015 19:38",-4,"Meteostat",2.61,"9/20/2015 17:00|9/20/2015 19:00|9/20/2015 21:00|9/20/2015 18:00|9/20/2015 16:00|9/20/2015 20:00",75.86,47.9,37.3333333333333,0,11.9016666666667,63.3333333333333,30.00935,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"09/20/2015"
"Lincoln Financial Field",2013122207,2013,"12/22/2013 20:30","12/22/2013 23:26",-5,"Meteostat",2.61,"12/23/2013 1:00|12/23/2013 0:00|12/22/2013 20:00|12/22/2013 23:00|12/22/2013 22:00|12/22/2013 21:00",60.2,54.14,80.3333333333333,0,7.52,226.666666666667,29.97785,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"12/22/2013"
"Lincoln Financial Field",2017102300,2017,"10/23/2017 20:30","10/23/2017 23:39",-4,"Meteostat",9.975,"10/24/2017 1:00|10/24/2017 0:00|10/23/2017 22:51|10/23/2017 22:00|10/24/2017 1:33|10/24/2017 0:38|10/23/2017 23:00|10/23/2017 20:51|10/23/2017 19:51|10/23/2017 21:51|10/23/2017 21:00|10/23/2017 20:00",70.88,65.12,82,0,11.6458333333333,137.142857142857,29.9586583333333,"Clear|NA","PHI","Outdoor",-75.1675,39.900833,351,"10/23/2017"
"Lincoln Financial Field",2015101100,2015,"10/11/2015 13:00","10/11/2015 16:08",-4,"Meteostat",2.61,"10/11/2015 14:00|10/11/2015 17:00|10/11/2015 13:00|10/11/2015 12:00|10/11/2015 18:00|10/11/2015 16:00|10/11/2015 15:00",67.5885714285714,43.1342857142857,41.1428571428571,0,8.23714285714286,241.428571428571,29.9341285714286,"Clear","PHI","Outdoor",-75.1675,39.900833,351,"10/11/2015"
"Lincoln Financial Field",2015122600,2015,"12/26/2015 20:25","12/26/2015 23:46",-5,"Meteostat",2.61,"12/26/2015 21:00|12/27/2015 1:00|12/26/2015 22:00|12/27/2015 0:00|12/26/2015 23:00|12/26/2015 20:00",50.99,45.59,82,0.00716666666666667,6.02666666666667,70,30.3105333333333,"Clear|Light Rain","PHI","Outdoor",-75.1675,39.900833,351,"12/26/2015"
"Los Angeles Memorial Coliseum",2016110607,2016,"11/6/2016 13:05","11/6/2016 16:06",-8,"Meteostat",4.29,"11/6/2016 16:00|11/6/2016 18:00|11/6/2016 14:00|11/6/2016 17:00|11/6/2016 15:00|11/6/2016 13:00",66.68,59.21,77.3333333333333,0,8.26666666666667,255,30.03495,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"11/06/2016"
"Los Angeles Memorial Coliseum",2018111900,2018,"11/19/2018 17:15","11/19/2018 20:57",-8,"Meteostat",4.29,"11/19/2018 19:00|11/19/2018 18:00|11/19/2018 21:00|11/19/2018 22:00|11/19/2018 17:00|11/19/2018 20:00",62.36,58.25,86.5,0,1.53333333333333,225,30.0024666666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"11/19/2018"
"Los Angeles Memorial Coliseum",2018092310,2018,"9/23/2018 13:05","9/23/2018 16:02",-7,"Meteostat",4.29,"9/23/2018 16:00|9/23/2018 14:00|9/23/2018 18:00|9/23/2018 17:00|9/23/2018 15:00|9/23/2018 13:00",70.82,59.99,68.8333333333333,0,10.3766666666667,250,29.8474333333333,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"09/23/2018"
"Los Angeles Memorial Coliseum",2017123114,2017,"12/31/2017 13:25","12/31/2017 16:24",-8,"Meteostat",10.1511111111111,"12/31/2017 16:19|12/31/2017 16:56|12/31/2017 16:53|12/31/2017 17:00|12/31/2017 18:00|12/31/2017 16:00|12/31/2017 14:00|12/31/2017 15:00|12/31/2017 13:00",60.04,50.92,73.6666666666667,0,6.74,246.25,30.0707,"NA|Clear","LAR","Outdoor",-118.287778,34.014167,90,"12/31/2017"
"Los Angeles Memorial Coliseum",2018121611,2018,"12/16/2018 17:20","12/16/2018 20:35",-8,"Meteostat",4.29,"12/16/2018 22:00|12/16/2018 21:00|12/16/2018 17:00|12/16/2018 20:00|12/16/2018 18:00|12/16/2018 19:00",59.51,54.41,83.3333333333333,0,2.50666666666667,265,30.1333833333333,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"12/16/2018"
"Los Angeles Memorial Coliseum",2018091609,2018,"9/16/2018 13:05","9/16/2018 15:50",-7,"Meteostat",4.29,"9/16/2018 14:00|9/16/2018 13:00|9/16/2018 15:00|9/16/2018 16:00|9/16/2018 17:00",77.396,58.676,52.6,0,10.8,252,29.8796,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"09/16/2018"
"Los Angeles Memorial Coliseum",2016091809,2016,"9/18/2016 13:05","9/18/2016 16:09",-7,"Meteostat",4.29,"9/18/2016 18:00|9/18/2016 17:00|9/18/2016 15:00|9/18/2016 16:00|9/18/2016 14:00|9/18/2016 13:00",74.48,63.32,68.3333333333333,0,8.265,270,29.8858166666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"09/18/2016"
"Los Angeles Memorial Coliseum",2019091512,2019,"9/15/2019 13:25","9/15/2019 16:34",-7,"Meteostat",0.19,"9/15/2019 17:00|9/15/2019 14:00|9/15/2019 16:00|9/15/2019 15:00|9/15/2019 13:00|9/15/2019 18:00",80.48,63.95,57.6666666666667,0,5.19,258,29.8380666666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"09/15/2019"
"Los Angeles Memorial Coliseum",2019112500,2019,"11/25/2019 17:15","11/25/2019 20:09",-8,"Meteostat",0.19,"11/25/2019 19:00|11/25/2019 21:00|11/25/2019 18:00|11/25/2019 17:00|11/25/2019 20:00|11/25/2019 22:00",63.68,45.89,56.1666666666667,0,3.29333333333333,225,29.7741,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"11/25/2019"
"Los Angeles Memorial Coliseum",2019011201,2018,"1/12/2019 17:15","1/12/2019 20:16",-8,"Meteostat",4.29,"1/12/2019 22:00|1/12/2019 21:00|1/12/2019 19:00|1/12/2019 18:00|1/12/2019 20:00|1/12/2019 17:00",55.34,51.56,87.1666666666667,0.002,0,NA,30.0487,"Clear|Light Rain","LAR","Outdoor",-118.287778,34.014167,90,"01/12/2019"
"Los Angeles Memorial Coliseum",2017010113,2016,"1/1/2017 13:25","1/1/2017 16:37",-8,"Meteostat",4.29,"1/1/2017 14:00|1/1/2017 16:00|1/1/2017 18:00|1/1/2017 15:00|1/1/2017 13:00|1/1/2017 17:00",56.63,43.61,61.8333333333333,0,5.42666666666667,231.666666666667,29.9379666666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"01/01/2017"
"Los Angeles Memorial Coliseum",2018102810,2018,"10/28/2018 13:25","10/28/2018 16:44",-7,"Meteostat",4.29,"10/28/2018 16:00|10/28/2018 17:00|10/28/2018 15:00|10/28/2018 18:00|10/28/2018 13:00|10/28/2018 14:00",68.66,60.2,74.8333333333333,0,7.89166666666667,260,29.9739166666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"10/28/2018"
"Los Angeles Memorial Coliseum",2017111208,2017,"11/12/2017 13:05","11/12/2017 16:11",-8,"Meteostat",4.29,"11/12/2017 16:00|11/12/2017 17:00|11/12/2017 15:00|11/12/2017 18:00|11/12/2017 14:00|11/12/2017 13:00",65.81,56.99,73.3333333333333,0,4.26666666666667,267.5,30.0403666666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"11/12/2017"
"Los Angeles Memorial Coliseum",2019101308,2019,"10/13/2019 13:05","10/13/2019 16:16",-7,"Meteostat",0.19,"10/13/2019 17:00|10/13/2019 18:00|10/13/2019 16:00|10/13/2019 15:00|10/13/2019 13:00|10/13/2019 14:00",74.15,55.37,52,0,4.64,256.666666666667,29.82135,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"10/13/2019"
"Los Angeles Memorial Coliseum",2017112607,2017,"11/26/2017 13:25","11/26/2017 16:36",-8,"Meteostat",4.29,"11/26/2017 16:00|11/26/2017 15:00|11/26/2017 17:00|11/26/2017 14:00|11/26/2017 13:00|11/26/2017 18:00",63.17,56.69,79.5,0,7.51833333333333,278.333333333333,30.0113166666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"11/26/2017"
"Los Angeles Memorial Coliseum",2016121112,2016,"12/11/2016 13:25","12/11/2016 16:37",-8,"Meteostat",4.29,"12/11/2016 16:00|12/11/2016 15:00|12/11/2016 14:00|12/11/2016 18:00|12/11/2016 13:00|12/11/2016 17:00",62.84,57.59,83,0,5.05333333333333,256,30.0679166666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"12/11/2016"
"Los Angeles Memorial Coliseum",2016100909,2016,"10/9/2016 13:25","10/9/2016 16:26",-7,"Meteostat",4.29,"10/9/2016 18:00|10/9/2016 17:00|10/9/2016 16:00|10/9/2016 15:00|10/9/2016 13:00|10/9/2016 14:00",79.79,47.18,32.5,0,10.1616666666667,273.333333333333,29.9183,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"10/09/2016"
"Los Angeles Memorial Coliseum",2018123014,2018,"12/30/2018 13:25","12/30/2018 16:40",-8,"Meteostat",4.29,"12/30/2018 18:00|12/30/2018 14:00|12/30/2018 15:00|12/30/2018 17:00|12/30/2018 13:00|12/30/2018 16:00",61.13,40.37,49,0,4.22666666666667,198,29.9616166666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"12/30/2018"
"Los Angeles Memorial Coliseum",2018092700,2018,"9/27/2018 17:20","9/27/2018 20:27",-7,"Meteostat",4.29,"9/27/2018 17:00|9/27/2018 22:00|9/27/2018 21:00|9/27/2018 19:00|9/27/2018 20:00|9/27/2018 18:00",67.01,62,84.1666666666667,0,7.10666666666667,270,29.83905,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"09/27/2018"
"Los Angeles Memorial Coliseum",2018111110,2018,"11/11/2018 13:25","11/11/2018 16:34",-8,"Meteostat",4.29,"11/11/2018 13:00|11/11/2018 17:00|11/11/2018 14:00|11/11/2018 15:00|11/11/2018 18:00|11/11/2018 16:00",72.29,41.99,41.5,0,4.64,270,30.0329833333333,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"11/11/2018"
"Los Angeles Memorial Coliseum",2019122914,2019,"12/29/2019 13:25","12/29/2019 16:44",-8,"Meteostat",0.19,"12/29/2019 14:00|12/29/2019 16:00|12/29/2019 17:00|12/29/2019 13:00|12/29/2019 15:00|12/29/2019 18:00",60.86,43.25,52.5,0,0.56,260,30.1033666666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"12/29/2019"
"Los Angeles Memorial Coliseum",2016122409,2016,"12/24/2016 13:25","12/24/2016 16:37",-8,"Meteostat",4.29,"12/24/2016 18:00|12/24/2016 17:00|12/24/2016 16:00|12/24/2016 13:00|12/24/2016 15:00|12/24/2016 14:00",56.3,35.75,46.1666666666667,0,13.0066666666667,281.666666666667,29.7696666666667,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"12/24/2016"
"Los Angeles Memorial Coliseum",2017091711,2017,"9/17/2017 13:25","9/17/2017 16:35",-7,"Meteostat",4.29,"9/17/2017 18:00|9/17/2017 17:00|9/17/2017 13:00|9/17/2017 14:00|9/17/2017 16:00|9/17/2017 15:00",72.5,60.89,67,0,9.975,251.666666666667,29.92915,"Clear","LAR","Outdoor",-118.287778,34.014167,90,"09/17/2017"
